Mã serial,Mã dự thưởng
"002393","2AA7C1B4"
"002394","14DAF163"
"002395","BF2FC37B"
"002396","4B213298"
"002397","13432E06"
"002398","3AA0197C"
"002399","431C2A51"
"002400","802E7366"
"002401","40927841"
"002402","1BA2C330"
"002403","E748BECE"
"002404","1E509DC6"
"002405","17ABAF03"
"002406","1C4ED794"
"002407","8712159A"
"002408","3E18D0EF"
"002409","24EA03AB"
"002410","CBFF17DB"
"002411","D7C10787"
"002412","1D7040CE"
"002413","30A7EE7F"
"002414","CBD64673"
"002415","AC41E515"
"002416","1EC2EA4A"
"002417","5BC6C837"
"002418","EF5A7D64"
"002419","CF2D4DE1"
"002420","900422E7"
"002421","371F380A"
"002422","FECD0D87"
"002423","10940A10"
"002424","3ACD604D"
"002425","1D01D060"
"002426","242549DD"
"002427","7DCB466E"
"002428","F2839E93"
"002429","BD7B4364"
"002430","7E009D7F"
"002431","DFC2959C"
"002432","329BBE74"
"002433","CD1B87C0"
"002434","47C64D06"
"002435","F03912B1"
"002436","E5C2423B"
"002437","AA8B4FCF"
"002438","FBA94274"
"002439","27730587"
"002440","EED6C05D"
"002441","A94736E8"
"002442","3A1E447B"
"002443","D2DD6E04"
"002444","F6577634"
"002445","3F63FE35"
"002446","AAC8F851"
"002447","F158CDF8"
"002448","72055246"
"002449","794B3EB9"
"002450","14CE0E69"
"002451","9BB098AB"
"002452","6934DC3E"
"002453","E0EBECB9"
"002454","37E4FBC9"
"002455","4710A4FF"
"002456","3E6C555F"
"002457","F5E61113"
"002458","3C6F9BEC"
"002459","44160194"
"002460","B69B7550"
"002461","B9C51164"
"002462","7F4A1F2C"
"002463","5F648D60"
"002464","9F6522A5"
"002465","EE67EE81"
"002466","9DF1A4CB"
"002467","D876B1DA"
"002468","289F8378"
"002469","8542D52B"
"002470","B90BDD03"
"002471","60A8A1A1"
"002472","E15ACD39"
"002473","C431603C"
"002474","F64619D6"
"002475","AF4C781A"
"002476","EE6B2BE7"
"002477","501CEF77"
"002478","6EEE2961"
"002479","6FE09F0C"
"002480","1F9E26B9"
"002481","1EC671CC"
"002482","6E935951"
"002483","C54DD388"
"002484","816FDD0D"
"002485","178F0048"
"002486","5C6A0846"
"002487","505E314F"
"002488","2B4080DC"
"002489","8726AEBC"
"002490","B318200E"
"002491","386A9E54"
"002492","65B66D13"
"002493","8B94EC40"
"002494","64FCDD19"
"002495","6387FC06"
"002496","1A2531C7"
"002497","6519DB09"
"002498","F6F23D8C"
"002499","974978D8"
"002500","DA7E00EA"
